obs,time,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Attention,Meditation,Blink,Derived,totPwr,class
1997,13.9,1376135,113439,73895,28094,15874,15911,22090,7590,48,16,48,0.34,1653028,3
1998,15.1,307148,70276,13978,18157,2133,8651,4708,2334,23,37,44,0.26,427385,3
1999,16.1,124031,46589,12473,34174,9358,26803,25645,9379,41,40,42,0.32,288452,3
2000,17.0,494702,135151,44292,22980,11090,26113,21698,5018,53,60,40,0.35,761044,2
2001,17.5,864497,90205,3636,12948,1740,6246,4729,2558,50,41,34,0.32,986559,3
2002,19.0,2205882,52727,45810,21354,37635,22247,9780,5782,60,47,38,0.3,2401217,3
2003,20.1,27331,9671,15247,17578,2469,16731,7261,10887,64,57,0,0.49,107175,2
2004,21.0,742492,149086,69929,22967,40643,20567,7608,6497,60,60,58,0.38,1059789,2
2005,22.0,429756,232201,10119,10533,22664,40256,14573,5163,74,51,0,0.38,765265,2
2006,23.0,309798,134672,24689,26921,19726,12875,10575,21909,60,43,37,0.44,561165,3
2007,24.1,366118,81064,1864,6475,16418,18608,14344,4566,51,7,37,0.48,509457,3
2008,25.0,138096,24868,1604,2367,8613,6255,6937,807,63,1,42,0.31,189547,3
2009,26.0,466475,406654,24774,68209,31103,16883,19392,14154,41,4,0,0.35,1047644,3
2010,27.0,640029,140532,6003,12275,6693,8502,7068,4064,40,1,0,0.32,825166,3
2011,28.0,385495,60084,9608,15217,19130,20781,23652,11863,41,8,0,0.32,545830,3
2012,29.0,2177731,105724,44980,5910,15658,14458,15136,22868,29,23,41,0.29,2402465,3
2013,30.0,337733,18535,3842,1030,8658,4820,5117,9873,56,17,0,0.29,389608,3
2014,31.0,193933,28286,7322,4368,3789,6138,5424,3875,69,30,0,0.28,253135,3
2015,32.0,19701,27633,680,11985,10960,25457,25779,8767,80,27,0,0.6,130962,3
2016,33.0,157999,154636,11357,4428,7827,5226,4186,3905,63,11,43,0.58,349564,3
2017,34.0,2151428,28195,34682,21365,7344,15098,29782,7711,60,37,0,0.58,2295605,3
2018,35.0,384065,40670,22243,36952,20024,50189,33777,5757,75,44,49,0.61,593677,3
2019,36.0,614737,75281,18307,6706,7887,11493,14673,7042,51,48,0,0.6,756126,3
2020,37.0,307996,15460,3990,11213,2104,2658,4600,1383,66,75,0,0.27,349404,2
2021,37.3,188223,17324,3851,3780,785,1222,4796,1067,48,61,33,0.26,221048,2
2022,37.6,0,0,0,0,0,0,0,0,0,0,32,0.0,0,3
2023,38.9,1012031,31715,3542,13723,3373,3696,5050,4227,24,60,43,0.25,1077357,2
2024,40.0,3109319,1068766,155156,20258,116178,77600,55900,10200,16,50,68,0.2,4613377,1
2025,41.0,1366790,472725,142070,31623,44459,41364,67401,39013,13,38,54,0.23,2205445,3
2026,42.0,1027737,175578,59889,3089,5789,15990,14238,6898,16,37,45,0.23,1309208,3
2027,43.0,1470027,27223,43966,18769,4626,5229,17372,13832,13,53,49,0.22,1601044,2
2028,44.0,772152,121796,31040,18029,13713,21056,76329,8243,23,63,0,0.28,1062358,2
2029,45.0,282725,57712,4771,2771,3086,5913,9627,7628,26,50,50,0.31,374233,1
2030,46.0,528058,122257,97178,84506,27639,17905,73705,13071,24,64,56,0.34,964319,2
2031,47.0,147942,15846,3711,5226,6484,7711,4558,1604,47,43,0,0.36,193082,3
2032,48.0,602583,44184,3315,3118,14096,40707,24345,19679,66,24,57,0.39,752027,3
2033,49.0,46051,2146,5581,6459,7860,6967,4623,2465,88,48,47,0.42,82152,3
2034,50.0,96958,51746,8278,1358,9540,2363,5646,2332,83,24,0,0.43,178221,3
2035,51.0,440269,215094,43847,33247,8351,36148,24302,10920,69,26,48,0.4,812178,3
2036,52.0,893444,113822,31365,44576,43031,78650,15347,11583,63,47,0,0.39,1231818,3
2037,53.0,1529356,103745,7997,5738,12046,27205,36438,4678,53,23,60,0.36,1727203,3
2038,54.0,92794,10104,3331,1821,1567,1695,1091,1264,66,35,0,0.29,113667,3
2039,55.0,326253,65654,12103,14278,15916,31515,32782,22140,78,30,0,0.33,520641,3
2040,56.0,219485,65273,34868,11427,18738,27995,40177,2388,70,35,51,0.36,420351,3
2041,57.0,483909,225623,33135,21272,35204,9381,13243,7517,48,43,56,0.37,829284,3
2042,58.0,230645,19307,4622,6948,10638,10619,2865,2531,61,40,0,0.37,288175,3
2043,59.0,8474,12865,16638,10142,12850,10779,13721,18901,57,54,0,0.88,104370,2
2044,60.0,41920,11287,10257,34318,17896,24788,14158,4087,66,63,0,0.94,158711,2
2045,61.0,38383,9527,27212,8374,7634,10206,14801,6928,90,87,0,1.04,123065,2
2046,61.0,13326,31982,10478,10534,32006,24152,15593,7589,0,0,0,1.35,145660,3
2047,1.9,1242593,513469,11447,38160,13631,15087,6081,4096,0,0,0,0.13,1844564,3
2048,3.0,1358188,125193,9584,34456,12148,10599,4620,1505,0,0,0,0.11,1556293,3
2049,3.9,970754,72005,41198,15574,3283,12470,7554,2113,0,0,0,0.12,1124951,3
2050,5.0,702224,173144,27468,5985,4354,8060,2870,5474,38,40,0,0.13,929579,3
2051,6.1,801486,93226,7196,11322,7507,22867,6382,2002,61,37,55,0.13,951988,3
2052,7.0,847749,180923,12960,28653,21313,11246,3022,2052,63,38,0,0.13,1107918,3
2053,7.9,180386,141440,13080,14374,14814,9937,3266,3103,66,37,52,0.16,380400,3
2054,9.0,1122492,30141,4174,3025,1805,2850,500,778,75,37,57,0.14,1165765,3
2055,10.1,374902,85479,12429,5203,12295,7089,2516,3423,57,38,0,0.15,503336,3
2056,10.9,1085881,561392,57303,9328,49423,64487,17336,4995,70,30,74,0.16,1850145,3
2057,11.9,1587724,98696,238235,49494,26026,10546,18289,7597,60,56,0,0.17,2036607,2
2058,13.0,1815177,48636,73505,19589,15136,10877,3449,2475,60,75,0,0.14,1988844,2
2059,13.4,1822433,242782,79332,55651,19641,56507,16350,17443,70,83,35,0.16,2310139,2
2060,14.6,879159,508261,23020,31049,4724,3815,3163,3893,40,83,64,0.15,1457084,2
2061,15.9,2790456,216773,9694,74281,11169,10719,13101,4015,50,66,63,0.14,3130208,2
2062,16.9,243572,62464,6283,5416,6617,2799,2960,2550,43,44,0,0.14,332661,3
2063,17.3,275472,32439,12528,1976,3756,1859,1198,218,26,43,42,0.15,329446,3
2064,18.6,1653518,239359,71374,13831,16141,20020,9133,3622,53,53,49,0.13,2026998,2
2065,19.0,251924,47489,28819,4589,3222,4069,1604,1869,60,60,39,0.14,343585,2
2066,20.9,412986,30648,11870,9444,17997,10471,3514,1259,81,67,44,0.15,498189,2
2067,21.9,761530,59853,3792,14525,15165,14206,2721,1692,100,61,0,0.13,873484,2
2068,23.0,2430408,97697,77817,79343,18173,23087,12405,6407,100,75,54,0.13,2745337,2
2069,23.6,372135,96581,28979,30393,13771,9928,3523,4293,100,74,56,0.15,559603,2
2070,24.2,1820785,586561,91145,45187,100131,43161,19352,21600,90,66,38,0.16,2727922,2
2071,24.4,0,0,0,0,0,0,0,0,0,0,33,0.0,0,3
2072,24.8,0,0,0,0,0,0,0,0,0,0,32,0.0,0,3
2073,25.2,1119678,1103488,404108,82230,61540,49740,34614,40037,67,74,74,0.2,2895435,2
2074,26.1,408198,305976,137974,12610,56895,33900,21791,11079,67,61,38,0.26,988423,2
2075,26.2,0,0,0,0,0,0,0,0,0,0,35,0.0,0,3
2076,26.4,0,0,0,0,0,0,0,0,0,0,42,0.0,0,3
2077,26.5,0,0,0,0,0,0,0,0,0,0,40,0.0,0,3
2078,28.9,10752,10233,1001,889,996,873,660,892,69,50,33,0.34,26296,0
2079,29.9,1395723,147747,105303,147315,55926,161698,47256,8767,84,63,0,0.35,2069735,2
2080,31.0,755949,31863,20452,6808,5174,17533,3953,7063,100,66,0,0.35,848795,2
2081,31.9,710641,788005,93249,76150,29364,47518,35770,15354,96,60,0,0.35,1796051,2
2082,32.7,343109,55390,29815,10656,8992,2004,2604,4199,80,70,47,0.31,456769,2
2083,33.0,576492,154220,104597,30716,19872,26598,16142,9889,66,70,49,0.26,938526,2
2084,33.1,0,0,0,0,0,0,0,0,0,0,48,0.0,0,3
2085,34.0,54684,222170,28540,7256,6318,2326,3110,1892,29,60,44,0.29,326296,2
2086,36.0,802442,201076,18808,31839,34237,23568,24105,50540,37,60,46,0.34,1186615,2
2087,36.7,561511,160662,54560,11615,33366,9746,3405,12668,43,54,48,0.31,847533,2
2088,37.3,1627750,39051,78332,25970,27447,9947,7722,8779,40,61,56,0.3,1824998,2
2089,39.1,171363,65041,11728,862,2480,1773,1345,1062,50,63,39,0.28,255654,2
2090,39.9,846745,127611,50530,6498,6812,8653,4519,1511,43,69,0,0.22,1052879,2
2091,41.0,2336063,362136,121407,62091,8659,68304,7666,5391,53,70,0,0.15,2971717,2
2092,41.9,814335,121231,22878,19122,20025,6946,2966,1292,50,56,0,0.13,1008795,2
2093,43.0,359335,1840109,409140,109685,28627,92790,10791,7458,54,60,35,0.16,2857935,2
2094,44.0,1029395,98627,5974,21648,25137,20054,10037,4339,66,53,0,0.16,1215211,2
2095,45.1,679438,115380,27623,23165,6245,14377,1374,1059,63,51,0,0.15,868661,2
2096,45.9,1387572,170397,48262,24447,4676,9038,2340,2026,61,54,60,0.15,1648758,2
2097,47.1,789109,382673,13529,29750,19571,23563,3151,1437,66,44,0,0.15,1262783,3
2098,48.0,922186,776969,64697,7473,27300,10142,2219,1758,40,37,65,0.11,1812744,3
2099,49.0,131224,22598,5490,6738,2300,2176,160,694,37,38,0,0.09,171380,3
2100,49.9,171168,31242,1634,1218,3612,3127,578,221,44,21,0,0.1,212800,3
2101,50.9,1265609,1038878,64051,90209,18241,17436,17010,9228,29,23,0,0.12,2520662,3
2102,52.1,1431524,313488,13892,15449,6608,9056,2011,4858,38,23,0,0.12,1796886,3
2103,53.0,325980,14196,3404,4679,1646,1183,926,221,38,24,34,0.12,352235,3
2104,54.0,222052,52295,7588,4577,2243,1125,588,247,20,35,0,0.11,290715,3
2105,55.0,439985,287733,13851,15861,12373,20618,2830,1494,37,30,53,0.12,794745,3
2106,56.1,1078876,180623,63945,7716,7964,16415,1214,1535,47,47,0,0.09,1358288,3
2107,57.0,1097247,36704,12387,4837,742,3797,434,516,48,47,0,0.08,1156664,3
2108,58.0,2206738,40872,24135,11302,5589,7673,3741,2189,66,57,59,0.08,2302239,2
2109,59.0,1095428,369865,46791,65061,29480,14266,8161,3484,56,67,0,0.09,1632536,2
2110,60.0,985569,192500,43576,14475,1532,16154,1950,1199,56,66,0,0.08,1256955,2
2111,60.0,1233374,131958,23440,4337,16765,6010,1164,1427,0,0,0,0.08,1418475,3
2112,3.0,1041439,579686,159523,32210,35544,59585,13736,16716,0,0,0,0.24,1938439,3
2113,4.0,120187,97187,55664,5718,11000,5520,11916,3318,0,0,74,0.36,310510,3
2114,5.0,1719423,586312,54411,45672,9975,35649,18355,15312,0,0,0,0.31,2485109,3
2115,6.1,93065,297012,181374,8180,16288,22246,14826,4440,38,51,64,0.38,637431,2
2116,6.9,740998,94061,19642,3910,4715,3869,3284,1048,29,50,0,0.33,871527,1
2117,8.0,664604,21859,2287,2180,6590,5696,4846,1500,53,38,0,0.31,709562,3
2118,9.0,96367,91453,26523,23261,5286,19238,6062,5674,67,47,0,0.31,273864,3
2119,10.0,6404,20933,15442,9562,15378,10589,17069,4343,93,47,0,0.76,99720,3
2120,10.9,40285,107776,7155,44011,7514,16050,8160,3049,100,53,0,0.78,234000,2
2121,12.0,29779,92591,57286,20702,12515,18258,11482,2154,97,80,69,0.94,244767,2
2122,12.9,765856,211896,44004,22257,9827,12207,2556,2961,77,75,35,0.94,1071564,2
2123,13.8,755713,447140,64977,29591,34707,52449,15931,25615,60,53,77,0.9,1426123,2
2124,14.9,711615,75721,66914,4710,7555,29157,16409,2565,74,63,41,0.46,914646,2
2125,16.0,73016,104291,11251,6824,16134,13728,5652,4413,75,37,0,0.42,235309,3
2126,17.0,23129,20373,5971,11722,13261,15269,9454,6327,100,41,0,0.47,105506,3
2127,17.1,1456929,254043,132925,83512,51395,90861,37880,17640,100,61,32,0.5,2125185,2
2128,17.6,0,0,0,0,0,0,0,0,0,0,44,0.0,0,3
2129,19.0,576693,186059,8033,65616,26646,10934,13875,11508,80,50,65,0.49,899364,0
2130,20.0,321873,142875,37968,25294,11195,17015,12829,4921,69,69,0,0.52,573970,2
2131,21.0,261771,111866,14398,8115,54950,17882,7561,4238,53,48,0,0.47,480781,3
2132,22.0,246446,117906,17356,15014,14255,12811,15412,14017,40,34,0,0.34,453217,3
2133,23.0,2013151,471826,18140,21356,38384,23093,28545,12837,41,11,0,0.32,2627332,3
2134,23.9,527794,83103,29337,5243,7756,11319,8554,7189,43,13,51,0.31,680295,3
2135,25.0,378505,106019,14699,13626,32854,8681,12817,3450,34,23,0,0.3,570651,3
2136,26.0,59329,23963,29839,8850,13380,22356,8665,15463,53,43,0,0.42,181845,3
2137,27.0,24369,69277,34395,18738,15542,17359,6734,2317,70,75,0,0.49,188731,2
2138,27.9,57323,74908,8077,42595,15897,14087,9677,4880,74,80,0,0.59,227444,2
2139,29.0,57589,71106,5527,9727,11233,13776,14240,8544,87,78,43,0.72,191742,2
2140,29.7,62328,21941,9368,2107,6483,2913,2394,1365,66,69,69,0.73,108899,2
2141,31.0,761212,358830,147805,55206,100505,39024,12780,3482,54,64,54,0.59,1478844,2
2142,31.9,378631,38233,31888,7341,51598,38137,10481,14858,74,56,0,0.5,571167,2
2143,33.0,510168,46140,30100,5934,6807,2337,2419,962,47,78,0,0.38,604867,2
2144,34.0,1105219,23719,1823,19775,3272,7279,7876,7231,53,87,0,0.24,1176194,2
2145,34.5,798404,34233,53915,18950,11951,5550,8621,7263,48,100,37,0.21,938887,2
2146,35.2,1586743,368289,351184,84825,35845,41644,127209,50116,16,100,69,0.26,2645855,2
2147,36.8,2281067,150877,59561,83281,26825,15555,20187,14613,26,100,55,0.22,2651966,2
2148,37.6,500728,51628,12241,15272,16062,20221,16282,5286,30,100,42,0.26,637720,2
2149,39.0,611664,89428,63825,19343,1982,4362,2854,2552,23,96,66,0.25,796010,2
2150,39.9,18373,29977,17130,19543,5210,21762,7497,4480,47,90,0,0.44,123972,2
2151,40.9,1216063,28026,14133,7577,2864,5024,1824,218,54,87,0,0.35,1275729,2
2152,42.0,295642,270755,25977,37995,8122,5788,6829,6391,21,81,51,0.38,657499,2
2153,43.0,97950,25357,6295,1431,4321,3502,750,821,41,61,0,0.36,140427,2
2154,44.0,1591182,172529,33227,38926,6788,10889,3102,1024,17,54,0,0.35,1857667,2
2155,44.9,717451,111171,24279,17598,7073,8315,8474,862,14,47,0,0.15,895223,3
2156,46.0,286667,64406,19802,53119,14355,12995,6597,2170,35,63,0,0.19,460111,2
2157,47.1,59503,49841,87588,28564,3616,14967,4783,1274,35,88,0,0.21,250136,2
2158,48.0,150945,80292,45119,27138,5193,8085,10154,6253,37,94,47,0.27,333179,2
2159,48.9,715377,215945,86683,17907,13941,29143,8870,2488,43,96,0,0.29,1090354,2
2160,50.0,88669,132030,22386,31087,18155,15666,3808,2189,43,83,67,0.33,313990,2
2161,51.0,787546,28022,43001,31739,18352,17738,6584,3176,51,80,0,0.32,936158,2
2162,52.0,674659,34128,3528,8111,3672,3208,1181,469,54,66,0,0.24,728956,2
2163,53.0,94198,113239,13508,20096,16279,18565,12160,1551,60,57,0,0.25,289596,2
2164,54.0,125202,33711,22467,17389,33856,15894,5849,2876,70,63,0,0.29,257244,2
2165,55.2,479487,20849,6396,33282,14063,5565,8387,6485,63,61,38,0.27,574514,2
2166,56.0,1464072,35534,39851,22768,11478,9051,4108,4132,66,81,56,0.26,1590994,2
2167,57.1,212844,41883,26735,14514,6077,4698,1883,779,56,97,0,0.27,309413,2
2168,57.9,744199,65674,19613,54281,13279,11112,10803,2787,41,100,0,0.21,921748,2
2169,58.9,949466,56642,48079,24850,16416,11472,11747,8569,41,100,0,0.18,1127241,2
2170,59.9,335912,129826,27594,19422,5717,8967,15241,3235,35,88,69,0.19,545914,2
2171,60.4,731185,163944,189499,68918,55108,26894,5680,4840,37,90,38,0.2,1246068,2
2172,1.0,1462958,459294,48234,192054,140274,42989,9474,1680,0,0,0,0.11,2356957,3
2173,2.1,802844,78329,15523,26950,62540,21039,21213,2363,0,0,47,0.17,1030801,3
2174,3.1,1141513,58331,8395,12079,5978,13419,2849,1232,53,44,0,0.14,1243796,3
2175,4.0,729888,60303,51950,16502,14812,19062,9645,3344,64,67,0,0.15,905506,2
2176,5.0,229758,57654,24464,32003,17241,6519,5628,4260,66,91,0,0.18,377527,2
2177,6.0,80101,80426,5775,7233,14429,9971,3977,1863,74,84,0,0.23,203775,2
2178,7.1,143215,130247,16519,14338,9095,5424,2687,1402,56,83,0,0.23,322927,2
2179,8.1,71344,64659,13637,3508,8687,5251,10878,2140,48,63,0,0.33,180104,2
2180,9.1,1215374,121303,49922,12950,14536,11380,3418,1786,48,56,45,0.31,1430669,2
2181,10.0,598707,158651,106167,25993,6725,7940,4277,3549,35,87,0,0.29,912009,2
2182,11.1,295993,65290,12366,2607,12907,15667,5467,3159,54,78,0,0.26,413456,2
2183,12.1,526102,68671,55283,51317,11760,14684,8224,3252,56,97,0,0.25,739293,2
2184,13.0,263516,127510,24233,4802,15253,8388,5550,1280,56,80,0,0.18,450532,2
2185,14.0,1100849,119846,23729,19947,14950,16849,3984,5485,70,60,0,0.19,1305639,2
2186,15.1,39620,24897,3154,10808,4815,3184,2659,608,60,69,0,0.23,89745,2
2187,16.1,168061,49236,86623,26016,6936,6384,4519,2258,51,69,0,0.24,350033,2
2188,17.0,942697,116688,72190,15824,12339,13561,15131,4417,53,81,0,0.24,1192847,2
2189,18.1,262659,75286,7513,30448,11134,8801,3306,9283,50,84,0,0.26,408430,2
2190,19.0,52230,47034,36511,19000,14074,10073,8181,1338,51,91,0,0.34,188441,2
2191,20.1,189979,181337,55634,10920,5837,12991,7012,4250,54,70,0,0.33,467960,2
2192,21.1,97547,121526,6106,9023,12510,14664,7302,2216,57,48,0,0.36,270894,3
2193,22.1,453858,93332,37876,6498,13077,15372,6572,3366,63,47,0,0.37,629951,3
2194,23.0,2037527,156659,48009,39391,10750,10269,4088,2382,53,41,41,0.32,2309075,3
2195,24.1,482654,35579,1224,8345,9360,10068,4005,2047,69,30,0,0.24,553282,3
2196,25.1,33523,44588,14409,30371,10321,7884,6439,5487,67,56,0,0.34,153022,2
2197,26.1,134163,123871,41821,30856,16036,12504,3691,3538,63,60,0,0.32,366480,2
2198,27.0,207235,67599,18083,5334,15299,16088,5705,1747,78,50,60,0.33,337090,0
2199,28.0,211224,22026,6724,2067,4842,2394,1494,421,67,56,0,0.34,251192,2
2200,29.1,170364,173609,21652,24015,15662,10905,12568,2145,60,43,0,0.39,430920,3
2201,30.1,834895,165358,134023,9392,30585,19446,6767,2675,60,48,0,0.25,1203141,3
2202,31.0,53653,44253,25575,33959,37607,27779,16464,5479,63,57,0,0.36,244769,2
2203,32.1,1505026,26841,12639,3048,8146,5721,2716,4447,69,63,35,0.33,1568584,2
2204,33.1,313909,161058,52323,87672,22491,20591,10587,9433,75,77,0,0.37,678064,2
2205,34.1,1145334,289084,20012,4299,24122,20495,10766,4851,75,48,0,0.33,1518963,3
2206,34.6,511677,98069,2693,9049,7015,4838,7469,1295,54,26,33,0.33,642105,3
2207,35.2,588145,89274,32232,10776,21778,5205,3510,4573,41,24,47,0.19,755493,3
2208,36.8,323188,30509,10727,8320,7352,4352,3475,2128,43,20,48,0.21,390051,3
2209,37.2,109738,51663,2401,6467,13111,5629,6544,555,47,27,43,0.2,196108,3
2210,37.8,0,0,0,0,0,0,0,0,0,0,32,0.0,0,3
2211,38.4,364719,148071,16270,8361,64103,26387,30722,13715,60,27,33,0.26,672348,3
2212,39.7,432981,103752,4104,6096,6551,3353,3840,2903,57,10,37,0.27,563580,3
2213,41.1,1616231,1061447,391796,389303,72772,89777,43507,13799,50,13,34,0.28,3678632,3
2214,42.1,949179,267714,106319,51998,31657,15198,24966,9750,40,30,0,0.3,1456781,3
2215,43.1,149704,47576,25985,8071,8809,8549,2443,2946,37,51,66,0.29,254083,2
2216,43.9,96123,15618,7277,1018,2098,949,2171,634,40,74,38,0.24,125888,2
2217,45.1,1807328,855959,97500,57858,36683,24654,8690,12340,34,56,34,0.23,2901012,2
2218,46.0,1217314,277110,47160,29068,46400,30832,18428,20610,44,47,0,0.23,1686922,3
2219,47.1,2142911,414209,42997,114213,49286,55128,14442,6579,43,40,0,0.21,2839765,3
2220,48.0,1323272,71087,10003,23077,16451,4700,5198,3334,44,38,0,0.18,1457122,3
2221,49.1,1542014,81333,106469,33735,5302,13201,9440,9872,54,63,0,0.16,1801366,2
2222,50.0,214240,99385,18227,12718,32142,20636,13626,1979,60,63,0,0.2,412953,2
2223,51.1,189991,191668,23549,16832,16845,12765,11618,3816,53,56,0,0.23,467084,2
2224,52.0,159908,18380,2271,2027,4659,4869,1202,1697,69,44,0,0.24,195013,3
2225,53.1,234578,48194,39226,4166,16397,13009,4894,2928,78,34,0,0.27,363392,3
2226,54.2,1804325,262551,57954,102989,36425,23334,14074,4855,66,43,64,0.26,2306507,3
2227,55.1,620481,115046,14097,21578,19110,25020,4730,5446,80,47,0,0.23,825508,3
2228,56.0,1315356,32129,34195,25045,20961,16576,6804,3551,78,67,0,0.18,1454617,2
2229,57.0,254227,108024,36756,69970,13988,13432,7579,3651,69,74,0,0.2,507627,2
2230,58.1,38128,40757,52232,36874,9860,16407,7374,5304,80,83,0,0.31,206936,2
2231,59.2,321724,32785,47177,43418,10063,15997,13960,2825,77,100,0,0.34,487949,2
2232,60.1,468275,102849,32186,33141,14922,24238,14731,3605,74,100,59,0.36,693947,2
2233,60.1,286619,32988,6671,8195,4533,5787,2276,751,0,0,0,0.36,347820,3
2234,2.4,363485,67397,20280,7157,33678,28566,17405,12086,0,0,70,0.4,550054,3
2235,3.4,1717726,182398,83579,30797,70700,61476,52981,10569,0,0,40,0.33,2210226,3
2236,4.5,99096,39345,5954,28086,11280,11216,9776,4215,0,0,0,0.39,208968,3
2237,5.5,101139,34869,3963,5782,13572,15826,6246,4053,54,30,0,0.41,185450,3
2238,6.4,138305,34386,6586,6616,8466,1951,2119,1201,37,35,0,0.37,199630,3
2239,7.5,1705369,11966,4743,6494,6167,9523,3101,2261,53,43,0,0.3,1749624,3
2240,8.4,831526,43786,57064,49896,27090,23329,10412,6071,54,66,0,0.29,1049174,2
2241,9.5,1379760,172151,47027,59230,9072,10560,12531,5241,21,87,0,0.22,1695572,2
2242,10.4,20406,93440,14023,4637,5283,7260,2215,3554,29,78,0,0.28,150818,2
2243,11.4,1701954,503436,72350,23773,31796,28073,5671,8775,1,63,63,0.26,2375828,2
2244,12.5,1059157,329530,81048,12269,19169,34854,28838,18970,1,38,0,0.31,1583835,3
2245,13.4,552465,28298,8863,2903,1526,2823,496,2489,1,30,0,0.29,599863,3
2246,14.5,1387522,488134,25959,25735,4052,8875,6606,7587,1,20,0,0.28,1954470,3
2247,15.4,2265830,131178,33631,22825,27008,20066,7463,5433,11,30,0,0.15,2513434,3
2248,16.5,764925,49283,21760,9784,3720,3770,706,3478,10,44,0,0.15,857426,3
2249,17.5,243753,155733,21586,8541,12102,15593,6416,6660,20,34,0,0.15,470384,3
2250,18.4,322042,41880,41509,13455,4375,13608,2418,4335,44,69,0,0.18,443622,2
2251,19.4,367298,49195,6480,31521,12393,6464,2576,5677,41,78,0,0.19,481604,2
2252,20.4,18843,4775,4784,13949,1454,938,1206,1761,40,88,0,0.28,47710,2
2253,21.4,1023533,55612,25102,33306,6147,5185,6288,3788,30,100,0,0.29,1158961,2
2254,22.5,178955,43055,19252,13902,4836,5379,6917,3436,23,91,0,0.29,275732,2
2255,23.4,23689,17715,2833,25809,7405,7399,5336,4114,34,88,0,0.43,94300,2
2256,24.4,141054,129014,6386,36819,12575,5102,3694,6068,27,61,0,0.46,340712,2
2257,25.4,84752,20790,14630,27042,8380,7391,4079,5647,38,66,0,0.44,172711,2
2258,26.4,15409,29013,4816,3185,11676,6646,2417,4275,48,50,0,0.6,77437,1
2259,27.4,146547,75125,48020,24181,32426,20139,8678,5758,47,44,0,0.62,360874,3
2260,28.4,34179,18574,3526,26976,4255,5948,2147,5940,63,60,0,0.58,101545,2
2261,29.4,71199,67680,59347,23854,12648,3954,14038,6498,47,57,0,0.65,259218,2
2262,30.4,1780138,154132,70158,13586,17256,10002,13887,18277,30,69,0,0.59,2077436,2
2263,31.4,62116,31214,13898,7462,6032,6142,4066,6195,27,67,0,0.52,137125,2
2264,32.5,81249,118196,22360,31216,31036,12706,4078,5780,23,56,0,0.53,306621,2
2265,33.4,819927,34892,36710,30609,10661,24485,10137,4907,47,56,0,0.44,972328,2
2266,34.4,183726,47986,25806,15846,6814,7636,3688,2924,56,60,0,0.34,294426,2
2267,35.4,11034,24498,43769,9357,17135,5201,5155,2651,50,69,0,0.54,118800,2
2268,36.4,34390,10806,23422,2577,5281,8024,3524,5138,63,83,0,0.57,93162,2
2269,37.4,253352,83427,178335,111399,56828,5627,17296,16830,34,91,0,0.57,723094,2
2270,38.4,876529,29994,13464,36899,15662,4691,4072,5294,29,96,0,0.56,986605,2
2271,39.4,423993,54205,4899,13699,3297,2149,4264,2357,21,81,0,0.54,508863,2
2272,40.4,36105,35298,11699,5949,4043,6529,2226,464,16,69,0,0.38,102313,2
2273,41.4,1337201,350294,44163,137256,69797,87102,30508,51381,43,48,0,0.31,2107702,3
2274,42.4,559123,167136,362847,189732,52369,37054,10511,16779,41,57,0,0.27,1395551,2
2275,43.5,916703,55542,19878,7108,12193,6844,3713,2767,53,60,0,0.26,1024748,2
2276,44.4,84631,32193,97465,28718,9291,6105,2398,2627,38,81,0,0.3,263428,2
2277,45.4,513626,57027,26642,2825,10119,8029,6153,3416,34,83,0,0.26,627837,2
2278,46.4,326489,142924,41166,20537,15491,4250,3762,3044,23,63,0,0.23,557663,2
2279,47.4,428848,116748,11609,2124,18723,18463,4767,8614,29,47,0,0.22,609896,3
2280,48.5,59509,28209,7808,16425,4880,4271,6054,3361,40,27,0,0.31,130517,3
2281,49.4,14616,22368,10441,3567,10442,8002,2739,4080,50,27,0,0.43,76255,3
2282,50.4,71089,23571,5095,12945,11481,9983,2685,4986,77,27,0,0.49,141835,3
2283,51.5,248267,8172,7103,13349,10184,2982,3806,4406,74,56,0,0.5,298269,2
2284,52.4,25276,12167,14586,22121,9533,5290,2962,3775,75,64,0,0.59,95710,2
2285,53.4,36976,43448,3882,7073,19433,7303,2920,4346,69,54,0,0.61,125381,2
2286,54.4,89914,46872,20484,20226,8050,11531,4416,8579,63,57,0,0.52,210072,2
2287,55.5,1590453,703150,62917,12692,37175,57613,29849,26863,60,30,0,0.48,2520712,3
2288,56.4,958610,12093,15966,5918,7949,8976,3875,3315,67,23,0,0.45,1016702,3
2289,57.4,454629,49871,21410,7317,23157,7429,5705,4497,64,35,0,0.35,574015,3
2290,58.4,135844,8479,2944,23373,6916,5282,3208,2953,66,44,0,0.29,188999,3
2291,59.4,70706,32202,10518,7022,21752,10316,2055,1788,77,56,0,0.25,156359,2
2292,60.4,49897,41323,23607,62282,5765,4016,4076,5748,53,67,0,0.32,196714,2
2293,60.4,13886,8843,3950,7095,9082,2477,5343,1792,0,0,0,0.49,52468,3
